Industry Group,Symbol,Company Name,Date,Open,High,Low,Close,Change,% Change,Volume Traded,Value Traded (SAR),No. of Trades
Banks,1120,Al Rajhi Bank,04/03/2014,42.27,42.60,42.27,42.62,0.29,0.69,4302200,183212819,1257,
Banks,1120,Al Rajhi Bank,05/03/2014,42.60,43.25,42.44,42.92,0.30,0.70,10637712,455441728,2111,
Banks,1120,Al Rajhi Bank,06/03/2014,43.09,44.39,43.09,44.28,1.36,3.17,15639186,686227620,3616,
Banks,1120,Al Rajhi Bank,09/03/2014,44.55,44.71,44.22,44.43,0.15,0.34,7334724,326272927.25,1845,
Banks,1120,Al Rajhi Bank,10/03/2014,44.39,44.39,43.90,44.13,-0.30,-0.68,4476695,198002741.5,1500,
Banks,1120,Al Rajhi Bank,11/03/2014,44.22,44.55,44.06,44.43,0.30,0.68,3703719,164502838,1449,
Banks,1120,Al Rajhi Bank,12/03/2014,44.39,44.39,44.06,44.43,0.00,0.00,2679214,118607448.5,1072,
Banks,1120,Al Rajhi Bank,13/03/2014,44.22,44.71,44.22,44.58,0.15,0.34,4958771,220836904.5,1517,
Banks,1120,Al Rajhi Bank,16/03/2014,44.22,44.55,44.22,44.58,0.00,0.00,4654567,206773341.25,1159,
Banks,1120,Al Rajhi Bank,17/03/2014,44.55,44.71,44.22,44.58,0.00,0.00,5837644,260045139.75,1310,
Banks,1120,Al Rajhi Bank,18/03/2014,44.71,44.88,44.22,44.28,-0.30,-0.67,5861799,261053563.25,1191,
Banks,1120,Al Rajhi Bank,19/03/2014,44.39,44.39,43.90,44.28,0.00,0.00,3442862,152308898,1060,
Banks,1120,Al Rajhi Bank,20/03/2014,44.06,44.06,43.57,44.13,-0.15,-0.34,4203572,184563338.5,1308,
Banks,1120,Al Rajhi Bank,23/03/2014,44.06,45.20,44.06,44.88,0.75,1.70,9492083,424251764,1799,
Banks,1120,Al Rajhi Bank,24/03/2014,44.88,45.04,44.55,44.88,0.00,0.00,2458544,110091501,834,
Banks,1120,Al Rajhi Bank,25/03/2014,44.88,44.88,44.55,44.88,0.00,0.00,2658315,119005729.25,683,
Banks,1120,Al Rajhi Bank,26/03/2014,44.88,45.04,44.71,44.88,0.00,0.00,4166953,187045312.5,903,
Banks,1120,Al Rajhi Bank,27/03/2014,44.88,45.04,44.55,44.73,-0.15,-0.33,3012349,134978356,959,
Banks,1120,Al Rajhi Bank,30/03/2014,44.88,45.04,44.71,44.88,0.15,0.34,3638384,163052996.25,920,
Banks,1120,Al Rajhi Bank,31/03/2014,44.71,45.04,44.71,44.88,0.00,0.00,4084785,183083315.5,969,
Banks,1120,Al Rajhi Bank,01/04/2014,44.88,45.36,44.55,45.17,0.29,0.65,6012585,270300599.25,1434,
Banks,1120,Al Rajhi Bank,02/04/2014,45.36,45.53,45.20,45.32,0.15,0.33,3300438,149747414.75,976,
Banks,1120,Al Rajhi Bank,03/04/2014,45.36,45.69,45.36,45.48,0.16,0.35,5212284,235694933.25,1184,
Banks,1120,Al Rajhi Bank,06/04/2014,45.53,45.69,44.88,45.02,-0.46,-1.01,6015534,271984951.75,1161,
Banks,1120,Al Rajhi Bank,07/04/2014,44.71,45.04,44.55,45.02,0.00,0.00,4054979,181674581,1035,
Banks,1120,Al Rajhi Bank,08/04/2014,45.04,45.04,44.71,44.88,-0.14,-0.31,3263645,146617746.75,963,
Banks,1120,Al Rajhi Bank,09/04/2014,45.04,45.36,44.88,45.02,0.14,0.31,3989246,179695705.75,1146,
Banks,1120,Al Rajhi Bank,10/04/2014,45.04,45.20,44.71,44.88,-0.14,-0.31,4137134,185896148.5,969,
Banks,1120,Al Rajhi Bank,13/04/2014,43.41,43.90,43.09,43.42,-1.46,-3.25,8551776,371390536,2114,
Banks,1120,Al Rajhi Bank,14/04/2014,43.41,43.74,43.25,43.62,0.20,0.46,4423983,192425913.75,1291,
Banks,1120,Al Rajhi Bank,15/04/2014,43.90,43.90,43.09,43.70,0.08,0.18,8097670,352704454,3225,
Banks,1120,Al Rajhi Bank,16/04/2014,43.90,43.90,43.57,43.83,0.13,0.30,2953085,129335355,1456,
Banks,1120,Al Rajhi Bank,17/04/2014,43.74,43.90,43.41,43.43,-0.40,-0.91,4129778,180404831.5,1592,
Banks,1120,Al Rajhi Bank,20/04/2014,43.41,43.74,43.41,43.59,0.16,0.37,4319068,188149203,1180,
Banks,1120,Al Rajhi Bank,21/04/2014,43.74,43.74,43.41,43.52,-0.07,-0.16,2995964,130403411.5,1197,
Banks,1120,Al Rajhi Bank,22/04/2014,43.57,43.74,43.25,43.35,-0.17,-0.39,3864153,167762541.75,1329,
Banks,1120,Al Rajhi Bank,23/04/2014,43.41,43.57,43.09,43.27,-0.08,-0.18,3994316,173099779,1327,
Banks,1120,Al Rajhi Bank,24/04/2014,43.41,43.41,42.76,42.94,-0.33,-0.76,4503981,193619971,1643,
Banks,1120,Al Rajhi Bank,27/04/2014,42.92,42.92,42.60,42.79,-0.15,-0.35,3536106,151334802.5,1212,
Banks,1120,Al Rajhi Bank,28/04/2014,42.76,42.92,41.95,42.21,-0.58,-1.36,6071907,257126713.5,2185,
Banks,1120,Al Rajhi Bank,29/04/2014,42.27,42.44,41.95,42.04,-0.17,-0.40,4838040,203994504.25,1510,
Banks,1120,Al Rajhi Bank,30/04/2014,42.11,42.11,41.79,41.84,-0.20,-0.48,4834690,202791565.25,1756,
Banks,1120,Al Rajhi Bank,01/05/2014,41.95,42.76,41.79,42.57,0.73,1.74,9559545,403959250,2182,
Banks,1120,Al Rajhi Bank,04/05/2014,42.60,43.90,42.44,43.34,0.77,1.81,12089295,521578134.25,2810,
Banks,1120,Al Rajhi Bank,05/05/2014,43.41,43.57,43.09,43.29,-0.05,-0.12,4025955,174681484.75,1366,
Banks,1120,Al Rajhi Bank,06/05/2014,43.41,44.22,43.41,43.48,0.19,0.44,6671565,291909579.5,1866,
Banks,1120,Al Rajhi Bank,07/05/2014,43.41,43.57,43.09,43.24,-0.24,-0.55,3902979,169094315.75,1262,
Banks,1120,Al Rajhi Bank,08/05/2014,43.41,43.74,43.25,43.36,0.12,0.28,3475722,151095180.75,1129,
Banks,1120,Al Rajhi Bank,11/05/2014,43.41,43.57,43.09,43.26,-0.10,-0.23,2897769,125627322.5,1158,
Banks,1120,Al Rajhi Bank,12/05/2014,43.25,43.41,43.09,43.29,0.03,0.07,2732434,118235858.75,1064,
Banks,1120,Al Rajhi Bank,13/05/2014,43.41,44.06,43.25,43.57,0.28,0.65,6955017,304069040.5,1718,
Banks,1120,Al Rajhi Bank,14/05/2014,43.57,43.74,43.25,43.32,-0.25,-0.57,3615331,157133544.25,1203,
Banks,1120,Al Rajhi Bank,15/05/2014,43.41,43.41,43.09,43.28,-0.04,-0.09,3883976,168049004.25,1340,
Banks,1120,Al Rajhi Bank,18/05/2014,43.25,43.57,43.25,43.35,0.07,0.16,2051684,88978988.75,815,
Banks,1120,Al Rajhi Bank,19/05/2014,43.25,43.41,42.76,42.97,-0.38,-0.88,4613915,198726428.75,1691,
Banks,1120,Al Rajhi Bank,20/05/2014,42.92,43.09,42.76,42.87,-0.10,-0.23,2251143,96616049.5,1019,
Banks,1120,Al Rajhi Bank,21/05/2014,42.92,43.09,42.76,42.89,0.02,0.05,3248946,139477518.75,1065,
Banks,1120,Al Rajhi Bank,22/05/2014,42.92,43.25,42.76,42.80,-0.09,-0.21,4648674,199945968.75,1288,
Banks,1120,Al Rajhi Bank,25/05/2014,42.76,43.09,42.60,42.82,0.02,0.05,3781701,162029531.75,1056,
Banks,1120,Al Rajhi Bank,26/05/2014,42.92,43.09,42.76,42.97,0.15,0.35,5121107,220076603.75,1459,
Banks,1120,Al Rajhi Bank,27/05/2014,43.09,43.09,42.76,42.98,0.01,0.02,4171821,179353923.75,1312,
Banks,1120,Al Rajhi Bank,28/05/2014,43.09,43.25,42.76,42.94,-0.04,-0.09,5773219,248409432,1482,
Banks,1120,Al Rajhi Bank,29/05/2014,43.41,44.22,43.25,43.42,0.48,1.12,16069610,702491147.75,3630,
Banks,1120,Al Rajhi Bank,01/06/2014,43.74,44.71,43.57,44.37,0.95,2.19,9547501,421779659.5,2851,
Banks,1120,Al Rajhi Bank,02/06/2014,44.39,44.71,44.22,44.30,-0.07,-0.16,6614254,293913911,1688,
Banks,1120,Al Rajhi Bank,03/06/2014,44.22,44.39,43.90,43.99,-0.31,-0.70,3597929,158800214.25,1121,
Banks,1120,Al Rajhi Bank,04/06/2014,44.06,44.22,43.90,43.91,-0.08,-0.18,3952885,174105623,1121,
Banks,1120,Al Rajhi Bank,05/06/2014,44.06,44.22,43.90,43.94,0.03,0.07,3106144,136689260.5,1071,
Banks,1120,Al Rajhi Bank,08/06/2014,44.06,44.22,43.57,43.89,-0.05,-0.11,5113539,224332856,1161,
Banks,1120,Al Rajhi Bank,09/06/2014,43.90,44.06,43.57,43.89,0.00,0.00,3350000,147127545.75,806,
Banks,1120,Al Rajhi Bank,10/06/2014,43.90,44.22,43.74,44.00,0.11,0.25,5408457,237704815.5,1083,
Banks,1120,Al Rajhi Bank,11/06/2014,43.90,44.06,43.57,43.75,-0.25,-0.57,2873531,125990516.5,902,
Banks,1120,Al Rajhi Bank,12/06/2014,43.57,43.74,43.09,43.50,-0.25,-0.57,6489521,282365684.5,1481,
Banks,1120,Al Rajhi Bank,15/06/2014,43.25,43.41,42.92,43.20,-0.30,-0.69,4928251,212515450.25,1355,
Banks,1120,Al Rajhi Bank,16/06/2014,43.25,43.25,42.44,42.53,-0.67,-1.55,5204161,222964877.75,1509,
Banks,1120,Al Rajhi Bank,17/06/2014,42.44,43.09,42.44,42.93,0.40,0.94,6309532,269684084.25,1203,
Banks,1120,Al Rajhi Bank,18/06/2014,43.09,43.57,42.92,43.27,0.34,0.79,4851911,209791977,1049,
Banks,1120,Al Rajhi Bank,19/06/2014,43.41,43.74,43.25,43.58,0.31,0.72,4335835,188618570.25,1013,
Banks,1120,Al Rajhi Bank,22/06/2014,43.57,44.22,43.57,44.06,0.48,1.10,5417854,238330519.5,1269,
Banks,1120,Al Rajhi Bank,23/06/2014,44.06,44.06,42.92,43.57,-0.49,-1.11,6531665,284023271.75,1254,
Banks,1120,Al Rajhi Bank,24/06/2014,43.57,43.57,42.76,43.20,-0.37,-0.85,5646605,243195409,1242,
Banks,1120,Al Rajhi Bank,25/06/2014,43.25,43.90,43.25,43.73,0.53,1.23,4371804,190152568.75,1058,
Banks,1120,Al Rajhi Bank,26/06/2014,43.74,43.90,43.57,43.74,0.01,0.02,4451902,194857495,1160,
Banks,1120,Al Rajhi Bank,29/06/2014,43.57,43.90,43.25,43.78,0.04,0.09,3174017,138474668.5,693,
Banks,1120,Al Rajhi Bank,30/06/2014,43.90,44.06,43.25,43.87,0.09,0.21,5739624,251135078,1076,
Banks,1120,Al Rajhi Bank,01/07/2014,43.90,44.06,43.57,43.68,-0.19,-0.43,4139668,181267337.5,871,
Banks,1120,Al Rajhi Bank,02/07/2014,43.74,44.55,43.74,44.53,0.85,1.95,7739579,342332075.75,1610,
Banks,1120,Al Rajhi Bank,03/07/2014,44.55,44.55,44.22,44.40,-0.13,-0.29,3794205,168251968.25,892,
Banks,1120,Al Rajhi Bank,06/07/2014,44.39,44.71,44.39,44.68,0.28,0.63,3136484,139713509.25,906,
Banks,1120,Al Rajhi Bank,07/07/2014,44.71,45.20,44.55,45.17,0.49,1.10,4282079,192426554.25,1011,
Banks,1120,Al Rajhi Bank,08/07/2014,45.04,45.20,44.55,44.93,-0.24,-0.53,6526039,293541713,1187,
Banks,1120,Al Rajhi Bank,09/07/2014,44.88,45.20,44.71,45.02,0.09,0.20,4337345,195159695.75,901,
Banks,1120,Al Rajhi Bank,10/07/2014,45.04,45.36,44.88,45.06,0.04,0.09,4334181,195558983.5,1005,
Banks,1120,Al Rajhi Bank,13/07/2014,44.71,44.71,43.90,44.19,-0.87,-1.93,5535311,244778882.25,1378,
Banks,1120,Al Rajhi Bank,14/07/2014,44.22,44.39,44.06,44.27,0.08,0.18,3388225,149819619,850,
Banks,1120,Al Rajhi Bank,15/07/2014,44.22,44.39,43.74,43.92,-0.35,-0.79,3110763,136791171.25,843,
Banks,1120,Al Rajhi Bank,16/07/2014,43.74,43.74,43.25,43.44,-0.48,-1.09,8147373,353813074.25,1652,
Banks,1120,Al Rajhi Bank,17/07/2014,43.41,43.57,43.25,43.35,-0.09,-0.21,3643918,158167025.5,1116,
Banks,1120,Al Rajhi Bank,20/07/2014,43.41,43.74,43.25,43.59,0.24,0.55,3223578,140072733.25,1052,
Banks,1120,Al Rajhi Bank,21/07/2014,43.25,43.41,43.09,43.13,-0.46,-1.06,2681784,115980621.5,941,
Banks,1120,Al Rajhi Bank,22/07/2014,43.57,44.55,43.57,44.06,0.93,2.16,10079594,443721799.25,1929,
Banks,1120,Al Rajhi Bank,23/07/2014,44.22,45.04,44.06,44.50,0.44,1.00,7090562,316936712.5,1926,
Banks,1120,Al Rajhi Bank,24/07/2014,44.71,44.88,44.22,44.39,-0.11,-0.25,5473956,244330722.75,1487,
Banks,1120,Al Rajhi Bank,03/08/2014,44.71,45.04,44.39,44.78,0.39,0.88,4511850,202070750.75,1009,
Banks,1120,Al Rajhi Bank,04/08/2014,44.88,45.04,44.71,45.01,0.23,0.51,2807030,125946947,943,
Banks,1120,Al Rajhi Bank,05/08/2014,45.04,45.69,44.88,45.48,0.47,1.04,10126663,459078556.75,1884,
Banks,1120,Al Rajhi Bank,06/08/2014,45.36,46.18,45.20,45.84,0.36,0.79,5199868,238078925.5,1333,
Banks,1120,Al Rajhi Bank,07/08/2014,45.85,47.15,45.85,46.74,0.90,1.96,7089646,331479585.25,2025,
Banks,1120,Al Rajhi Bank,10/08/2014,46.83,47.31,46.83,47.02,0.28,0.60,3050729,143645937.5,1165,
Banks,1120,Al Rajhi Bank,11/08/2014,47.15,47.31,46.83,47.05,0.03,0.06,4252585,200176028,1113,
Banks,1120,Al Rajhi Bank,12/08/2014,46.99,47.15,46.66,46.90,-0.15,-0.32,4526490,212231863.5,1037,
Banks,1120,Al Rajhi Bank,13/08/2014,46.83,47.31,46.66,46.97,0.07,0.15,5951794,279774062,1221,
Banks,1120,Al Rajhi Bank,14/08/2014,46.83,47.15,46.66,46.79,-0.18,-0.38,2569849,120441013.5,976,
Banks,1120,Al Rajhi Bank,17/08/2014,46.66,46.99,46.01,46.57,-0.22,-0.47,7327746,340647006.25,1491,
Banks,1120,Al Rajhi Bank,18/08/2014,46.50,46.83,46.18,46.52,-0.05,-0.11,6323698,293763094.25,1412,
Banks,1120,Al Rajhi Bank,19/08/2014,46.50,46.83,46.34,46.70,0.18,0.39,3241527,151043417,923,
Banks,1120,Al Rajhi Bank,20/08/2014,46.83,46.99,46.66,46.85,0.15,0.32,4167034,195265577,966,
Banks,1120,Al Rajhi Bank,21/08/2014,46.83,47.15,46.83,46.96,0.11,0.23,2861623,134324520.75,842,
Banks,1120,Al Rajhi Bank,24/08/2014,47.31,48.13,47.15,47.89,0.93,1.98,11110326,527824953.25,2206,
Banks,1120,Al Rajhi Bank,25/08/2014,48.13,49.75,48.13,48.28,0.39,0.81,12853364,626690974,3051,
Banks,1120,Al Rajhi Bank,26/08/2014,48.61,49.10,47.96,48.76,0.48,0.99,6970158,338889102.75,1589,
Banks,1120,Al Rajhi Bank,27/08/2014,48.78,49.75,48.61,49.43,0.67,1.37,9373337,462545789.25,1880,
Banks,1120,Al Rajhi Bank,28/08/2014,49.43,49.59,49.10,49.32,-0.11,-0.22,3730547,184218374,1273,
Banks,1120,Al Rajhi Bank,31/08/2014,49.43,50.73,49.27,50.50,1.18,2.39,6457167,322037778.25,1658,
Banks,1120,Al Rajhi Bank,01/09/2014,50.40,51.70,49.75,50.55,0.05,0.10,8703062,442241850.25,1943,
Banks,1120,Al Rajhi Bank,02/09/2014,50.40,50.40,49.59,49.93,-0.62,-1.23,5247744,261939716,1550,
Banks,1120,Al Rajhi Bank,03/09/2014,49.75,50.40,49.59,49.89,-0.04,-0.08,4473026,223631887.75,1225,
Banks,1120,Al Rajhi Bank,04/09/2014,49.92,50.08,49.75,49.90,0.01,0.02,4090134,204195395,1161,
Banks,1120,Al Rajhi Bank,07/09/2014,49.92,50.08,49.27,49.58,-0.32,-0.64,4355055,215946644.5,1314,
Banks,1120,Al Rajhi Bank,08/09/2014,49.59,49.59,49.10,49.32,-0.26,-0.52,5030017,248241059.75,1198,
Banks,1120,Al Rajhi Bank,09/09/2014,49.27,49.43,48.61,49.14,-0.18,-0.36,28679337,1392759018.5,1696,
Banks,1120,Al Rajhi Bank,10/09/2014,49.27,49.27,48.61,49.04,-0.10,-0.20,4059833,198360988.25,1386,
Banks,1120,Al Rajhi Bank,11/09/2014,49.10,49.10,48.61,48.67,-0.37,-0.75,5133365,250810901,1113,
Banks,1120,Al Rajhi Bank,14/09/2014,48.61,49.10,48.13,48.30,-0.37,-0.76,4542933,221592818.25,1286,
Banks,1120,Al Rajhi Bank,15/09/2014,48.29,48.45,47.15,47.44,-0.86,-1.78,6940171,331743981,2060,
Banks,1120,Al Rajhi Bank,16/09/2014,47.48,47.80,47.15,47.30,-0.14,-0.30,6606126,313685085.25,1406,
Banks,1120,Al Rajhi Bank,17/09/2014,47.48,48.13,47.48,47.91,0.61,1.29,4707189,225200063,1183,
Banks,1120,Al Rajhi Bank,18/09/2014,47.96,48.13,47.48,47.64,-0.27,-0.56,2481117,118531300.5,918,
Banks,1120,Al Rajhi Bank,21/09/2014,47.64,47.80,47.15,47.27,-0.37,-0.78,4309461,204829696.25,1164,
Banks,1120,Al Rajhi Bank,22/09/2014,47.15,47.15,46.34,46.50,-0.77,-1.63,5597345,260757496,1738,
Banks,1120,Al Rajhi Bank,24/09/2014,46.50,46.50,45.69,46.15,-0.35,-0.75,6109620,280969760.75,1756,
Banks,1120,Al Rajhi Bank,25/09/2014,46.34,47.15,46.18,46.48,0.33,0.72,7602592,354628681.75,1891,
Banks,1120,Al Rajhi Bank,28/09/2014,46.66,46.83,45.85,46.01,-0.47,-1.01,3668941,169503136.5,1220,
Banks,1120,Al Rajhi Bank,29/09/2014,46.01,46.50,45.85,46.33,0.32,0.70,5298651,244529534.5,1067,
Banks,1120,Al Rajhi Bank,30/09/2014,46.34,46.83,46.34,46.37,0.04,0.09,4263351,198473839.25,1131,
Banks,1120,Al Rajhi Bank,01/10/2014,46.50,47.15,46.18,46.34,-0.03,-0.06,7073181,329910457,1629,
Banks,1120,Al Rajhi Bank,02/10/2014,45.85,46.34,45.53,46.09,-0.25,-0.54,4678774,215016191.5,1217,
Banks,1120,Al Rajhi Bank,12/10/2014,43.90,45.04,43.25,43.37,-2.72,-5.90,9664872,426367058.5,2348,
Banks,1120,Al Rajhi Bank,13/10/2014,43.57,44.55,43.57,44.30,0.93,2.14,3579959,157778759.75,1397,
Banks,1120,Al Rajhi Bank,14/10/2014,44.22,44.22,43.25,43.87,-0.43,-0.97,4640892,202576871,1194,
Banks,1120,Al Rajhi Bank,15/10/2014,43.57,43.74,42.92,43.00,-0.87,-1.98,3727153,161502442.25,1319,
Banks,1120,Al Rajhi Bank,16/10/2014,40.97,41.79,40.49,41.06,-1.94,-4.51,9644355,396195309.5,2635,
Banks,1120,Al Rajhi Bank,19/10/2014,42.44,42.76,41.14,41.44,0.38,0.93,8980676,374829984.75,2073,
Banks,1120,Al Rajhi Bank,20/10/2014,41.46,41.95,41.30,41.75,0.31,0.75,6429682,267692425.75,1402,
Banks,1120,Al Rajhi Bank,21/10/2014,41.79,42.92,41.79,42.62,0.87,2.08,7862779,333958646.75,1695,
Banks,1120,Al Rajhi Bank,22/10/2014,42.92,43.41,42.60,43.15,0.53,1.24,7283115,313386080,1436,
Banks,1120,Al Rajhi Bank,23/10/2014,42.92,42.92,42.27,42.87,-0.28,-0.65,4980168,212215399.25,1283,
Banks,1120,Al Rajhi Bank,26/10/2014,42.92,43.90,42.76,43.73,0.86,2.01,3955459,172297554,1227,
Banks,1120,Al Rajhi Bank,27/10/2014,43.90,43.90,42.92,43.05,-0.68,-1.55,4329283,187033947.75,1234,
Banks,1120,Al Rajhi Bank,28/10/2014,43.09,43.25,42.60,42.95,-0.10,-0.23,2590435,111144546.25,974,
Banks,1120,Al Rajhi Bank,29/10/2014,43.09,43.25,42.76,42.85,-0.10,-0.23,2962060,127142921.25,955,
Banks,1120,Al Rajhi Bank,30/10/2014,42.76,42.92,42.44,42.53,-0.32,-0.75,2818678,120062172.5,985,
Banks,1120,Al Rajhi Bank,02/11/2014,43.25,43.25,42.44,42.74,0.21,0.49,13154843,563018546.75,1236,
Banks,1120,Al Rajhi Bank,03/11/2014,42.76,43.57,42.44,43.23,0.49,1.15,4168623,178696051.75,1214,
Banks,1120,Al Rajhi Bank,04/11/2014,42.76,43.25,41.79,42.20,-1.03,-2.38,6225207,264897011.25,1798,
Banks,1120,Al Rajhi Bank,05/11/2014,42.11,42.27,40.97,41.77,-0.43,-1.02,7260536,301373563.25,1632,
Banks,1120,Al Rajhi Bank,06/11/2014,42.11,42.11,41.46,41.79,0.02,0.05,3859218,161088073,1181,
Banks,1120,Al Rajhi Bank,09/11/2014,41.95,42.11,41.46,41.94,0.15,0.36,3756492,156615601,1019,
Banks,1120,Al Rajhi Bank,10/11/2014,42.11,42.60,41.79,42.44,0.50,1.19,3913604,165077119.5,1127,
Banks,1120,Al Rajhi Bank,11/11/2014,42.27,42.76,42.11,42.27,-0.17,-0.40,5962584,253126393.75,1422,
Banks,1120,Al Rajhi Bank,12/11/2014,42.76,42.92,42.27,42.43,0.16,0.38,4784744,203820336.5,1166,
Banks,1120,Al Rajhi Bank,13/11/2014,42.27,42.44,41.62,41.81,-0.62,-1.46,2577311,108529442.75,1018,
Banks,1120,Al Rajhi Bank,16/11/2014,41.62,41.79,40.97,41.12,-0.69,-1.65,2706055,111777628.25,1130,
Banks,1120,Al Rajhi Bank,17/11/2014,41.14,41.30,40.32,40.48,-0.64,-1.56,4947585,201175919.5,1492,
Banks,1120,Al Rajhi Bank,18/11/2014,40.65,40.97,40.32,40.65,0.17,0.42,4588849,186299920.25,1211,
Banks,1120,Al Rajhi Bank,19/11/2014,40.81,41.14,40.49,40.81,0.16,0.39,4361618,178032563,1095,
Banks,1120,Al Rajhi Bank,20/11/2014,40.81,41.14,40.49,40.63,-0.18,-0.44,2958512,120652372.75,1126,
Banks,1120,Al Rajhi Bank,23/11/2014,40.97,41.14,40.65,40.66,0.03,0.07,5161922,210836319,1216,
Banks,1120,Al Rajhi Bank,24/11/2014,40.81,40.81,40.32,40.45,-0.21,-0.52,3413351,138479027.75,1237,
Banks,1120,Al Rajhi Bank,25/11/2014,40.32,40.49,39.51,39.87,-0.58,-1.43,4620806,184508585.5,1461,
Banks,1120,Al Rajhi Bank,26/11/2014,39.67,39.67,38.37,39.42,-0.45,-1.13,6788659,264785806.25,2104,
Banks,1120,Al Rajhi Bank,27/11/2014,39.35,39.67,38.70,39.44,0.02,0.05,4733783,185747983.25,1644,
Banks,1120,Al Rajhi Bank,30/11/2014,37.72,38.70,37.23,38.49,-0.95,-2.41,5159255,195852370,1737,
Banks,1120,Al Rajhi Bank,01/12/2014,38.37,38.86,38.05,38.59,0.10,0.26,5607969,215755766.5,1668,
Banks,1120,Al Rajhi Bank,02/12/2014,39.18,39.51,38.37,38.48,-0.11,-0.29,4934286,191680013,1696,
Banks,1120,Al Rajhi Bank,03/12/2014,38.53,39.51,38.53,39.16,0.68,1.77,79659461,3254704941.5,1297,
Banks,1120,Al Rajhi Bank,04/12/2014,39.51,40.00,39.35,39.80,0.64,1.63,4453992,176971686.75,1415,
Banks,1120,Al Rajhi Bank,07/12/2014,39.67,39.67,38.86,39.02,-0.78,-1.96,4761029,187183158.5,1436,
Banks,1120,Al Rajhi Bank,08/12/2014,38.86,38.86,37.56,37.73,-1.29,-3.31,4625908,176647748,1912,
Banks,1120,Al Rajhi Bank,09/12/2014,37.07,37.07,35.93,36.88,-0.85,-2.25,9799637,359241732.75,2207,
Banks,1120,Al Rajhi Bank,10/12/2014,36.58,37.23,35.61,36.06,-0.82,-2.22,9222794,333816904.25,2548,
Banks,1120,Al Rajhi Bank,11/12/2014,34.96,35.77,34.63,35.35,-0.71,-1.97,11784967,416142019.75,2437,
Banks,1120,Al Rajhi Bank,14/12/2014,33.98,35.28,33.82,34.40,-0.95,-2.69,10353053,356730290.5,2256,
Banks,1120,Al Rajhi Bank,15/12/2014,34.96,35.12,33.82,34.11,-0.29,-0.84,6481628,224497291,1946,
Banks,1120,Al Rajhi Bank,16/12/2014,33.17,33.17,31.54,31.87,-2.24,-6.57,7266052,235216893,2636,
Banks,1120,Al Rajhi Bank,17/12/2014,32.32,33.49,31.48,33.22,1.35,4.24,9989371,324496793.2,3100,
Banks,1120,Al Rajhi Bank,18/12/2014,35.93,36.42,34.63,36.41,3.19,9.60,16320829,585945677.75,4037,
Banks,1120,Al Rajhi Bank,21/12/2014,37.88,38.05,34.63,35.66,-0.75,-2.06,16107908,577082691.25,4826,
Banks,1120,Al Rajhi Bank,22/12/2014,35.77,35.77,34.79,35.41,-0.25,-0.70,6226972,219962268.75,2337,
Banks,1120,Al Rajhi Bank,23/12/2014,35.12,35.28,34.79,34.81,-0.60,-1.69,4372096,153148620.25,2023,
Banks,1120,Al Rajhi Bank,24/12/2014,35.28,36.42,35.12,35.56,0.75,2.15,11345654,404879491,3111,
Banks,1120,Al Rajhi Bank,25/12/2014,35.77,36.10,35.28,35.30,-0.26,-0.73,11722456,417878166,2473,
Banks,1120,Al Rajhi Bank,28/12/2014,35.44,36.10,35.28,35.88,0.58,1.64,8540841,304372811.75,2123,
Banks,1120,Al Rajhi Bank,29/12/2014,35.93,36.26,35.44,35.67,-0.21,-0.59,9336272,335134278.5,2350,
Banks,1120,Al Rajhi Bank,30/12/2014,35.12,35.12,34.14,34.48,-1.19,-3.34,5956931,205882268.75,2409,
Banks,1120,Al Rajhi Bank,31/12/2014,34.79,34.96,32.26,33.46,-1.02,-2.96,9806312,327531622.1,3044,
Banks,1120,Al Rajhi Bank,01/01/2015,33.98,34.14,33.49,33.65,0.19,0.57,4177731,141473512.75,1536,
Banks,1120,Al Rajhi Bank,04/01/2015,33.49,34.31,33.17,34.05,0.40,1.19,5443547,184038927.75,1551,
Banks,1120,Al Rajhi Bank,05/01/2015,33.49,33.82,33.17,33.36,-0.69,-2.03,4007255,134013413.75,1409,
Banks,1120,Al Rajhi Bank,06/01/2015,32.68,33.66,32.39,33.50,0.14,0.42,6619024,216281485.7,2149,
Banks,1120,Al Rajhi Bank,07/01/2015,33.33,33.82,32.84,33.26,-0.24,-0.72,10652281,354790082.5,2899,
Banks,1120,Al Rajhi Bank,08/01/2015,33.82,34.96,33.66,34.35,1.09,3.28,9216482,314046981.75,2274,
Banks,1120,Al Rajhi Bank,11/01/2015,34.31,35.93,34.31,35.84,1.49,4.34,11765283,413553344.25,2249,
Banks,1120,Al Rajhi Bank,12/01/2015,35.77,37.23,35.28,36.82,0.98,2.73,10650964,385743685.25,2411,
Banks,1120,Al Rajhi Bank,13/01/2015,35.77,37.88,35.44,37.60,0.78,2.12,8950264,329427660,2815,
Banks,1120,Al Rajhi Bank,14/01/2015,37.56,37.72,36.58,36.94,-0.66,-1.76,6559545,243206136.25,1834,
Banks,1120,Al Rajhi Bank,15/01/2015,35.77,36.26,34.79,34.98,-1.96,-5.31,9595044,339796112.25,3724,
Banks,1120,Al Rajhi Bank,18/01/2015,34.96,35.28,34.47,34.87,-0.11,-0.31,8762755,304915288.5,2442,
Banks,1120,Al Rajhi Bank,19/01/2015,34.96,35.12,34.47,34.64,-0.23,-0.66,3811503,132615818.5,1543,
Banks,1120,Al Rajhi Bank,20/01/2015,34.63,34.96,34.31,34.83,0.19,0.55,4655184,161398305,1279,
